run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
SRR806780	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	1007	376171	77e61f9f4c2821de92abe314a891e540	165927				UPENNBL		2013-05-05	2017-12-02
SRR854519	SRX280209	SAMN02146654	PRJNA197012	SRP022864	SRA078331	1316610	Clostridia bacterium hmp_mda_pilot_jcvi_0097	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2578265	520809530	579bab73ff3fda0c1ea8b6ee66e6566b;3dbbe5ea624d1307bf44d44c2fc78ced	213731730;213178542				BI		2013-05-29	2020-05-25
SRR845435	SRX275100	SAMN01931506	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR832646	SRX270364	SAMN02121469	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	30877	15517197	44cc328b8f79d0c90782a2e281d64fb3	4883386			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR806787	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	427	162373	3504401064dfd8e7b03c516ec4676df3	67943				UPENNBL		2013-05-05	2017-12-02
SRR857203	SRX282033	SAMN02146667	PRJNA203368	SRP022872	SRA079863	528352	Neisseria gonorrhoeae FA19	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	428768	85753600	e1f81f5aa95acc8303f2c37bf19186c3;c0e117dd59336d158d3ef3d953e5a422	31597411;30045141				GEO		2013-05-31	2019-11-19
SRR832648	SRX270366	SAMN02121470	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	34252	18112886	1d8e5fa52eff6990f1dbbe24ee2a8dd2	4826684			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR806792	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	36	13431	d00a90b617f022846a6df571c2e502d1	5492				UPENNBL		2013-05-05	2017-12-02
SRR845523	SRX275116	SAMN01931560	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR832664	SRX270382	SAMN02135133	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	37511	19677024	25f5732583e78583ed51192022038555	6117685			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR806793	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	366	136235	b1ba0a8182a95cc2714965477adbf9df	53145				UPENNBL		2013-05-05	2017-12-02
SRR857243	SRX282089	SAMN01991268	PRJNA194125	SRP022877	SRA079869	1310196	Yersinia pestis 1901b	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	4518979	370556278	1c5c7fa4615ff3d2a43beb9f43f887f6	277875567				The George Washington University		2013-05-30	2020-05-25
SRR845671	SRX275143	SAMN01931438	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR832665	SRX270383	SAMN02124101	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	64839	33120357	bf559e0ae079697c818e11aecd6dfe87	10093990			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR806795	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	384	142333	7a11fed03f149bfcf62607c36ce568b3	54626				UPENNBL		2013-05-05	2017-12-02
SRR832671	SRX270389	SAMN02123421	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	36460	19180993	fe5db7f79cc055b7dc20aa776cd28bfc	5435979			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR845752	SRX275162	SAMN01931537	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR857244	SRX282090	SAMN01991267	PRJNA194125	SRP022877	SRA079869	1310195	Yersinia pestis Java (D88)	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	3740370	306710340	69d9060905fe06d8d107bbf18f211861	225524280				The George Washington University		2013-05-30	2019-10-14
SRR832675	SRX270393	SAMN02119509	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	21303	10889918	6606b4bdcaa6825ce77b524901a5b027	3282036			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR845830	SRX275177	SAMN01931472	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
SRR806797	SRX259755	SAMN01998291;SAMN01998293;SAMN01998294;SAMN01998295;SAMN01998296;SAMN01998297;SAMN01998298;SAMN01998299;SAMN01998300;SAMN01998301;SAMN01998302;SAMN01998303;SAMN01998304;SAMN01998305;SAMN01998306;SAMN01998307;SAMN01998308;SAMN01998309;SAMN01998310;SAMN01998311;SAMN01998312;SAMN01998313;SAMN01998314;SAMN01998315;SAMN01998316;SAMN01998317;SAMN01998319;SAMN01998320;SAMN01998321;SAMN01998322;SAMN01998323;SAMN01998324;SAMN01998325;SAMN01998326;SAMN01998327;SAMN01998328;SAMN01998329;SAMN01998330;SAMN01998331;SAMN01998332;SAMN01998333;SAMN01998334;SAMN01998335;SAMN01998336;SAMN01998337;SAMN01998338;SAMN01998340;SAMN01998341;SAMN01998342;SAMN01998343;SAMN01998344;SAMN01998345;SAMN01998346;SAMN01998347;SAMN01998348;SAMN01998349;SAMN01998351;SAMN01998352;SAMN01998353;SAMN01998354;SAMN01998356;SAMN01998357;SAMN01998358;SAMN01998359;SAMN01998361;SAMN01998362;SAMN01998363;SAMN01998364;SAMN01998365;SAMN01998366;SAMN01998367;SAMN01998368;SAMN01998369;SAMN01998370;SAMN01998372;SAMN01998373;SAMN01998375;SAMN01998376;SAMN01998377;SAMN01998378;SAMN01998380;SAMN01998381;SAMN01998382;SAMN01998383;SAMN01998384;SAMN01998385;SAMN01998386;SAMN01998387;SAMN01998389;SAMN01998390;SAMN01998391;SAMN01998392;SAMN01998393;SAMN01998394;SAMN01998395;SAMN01998397;SAMN01998398;SAMN01998399;SAMN01998400;SAMN01998401;SAMN01998402;SAMN01998403;SAMN01998404;SAMN01998405;SAMN01998406;SAMN01998407;SAMN01998408;SAMN01998409;SAMN01998410;SAMN01998411;SAMN01998412;SAMN01998414;SAMN01998415;SAMN01998416;SAMN01998417;SAMN01998418;SAMN01998419;SAMN01998421;SAMN01998422;SAMN01998423;SAMN01998424;SAMN01998425;SAMN01998426;SAMN01998427;SAMN01998428;SAMN01998429;SAMN01998430;SAMN01998432;SAMN01998433;SAMN01998434;SAMN01998435;SAMN01998438;SAMN01998441;SAMN01998442;SAMN01998443;SAMN01998444;SAMN01998445;SAMN01998446;SAMN01998447;SAMN01998448;SAMN01998449;SAMN01998451;SAMN01998452;SAMN01998453;SAMN01998454;SAMN01998455;SAMN01998456;SAMN01998457;SAMN01998458;SAMN01998459;SAMN01998460;SAMN01998461;SAMN01998462;SAMN01998463;SAMN01998464;SAMN01998465;SAMN01998466;SAMN01998467;SAMN01998468;SAMN01998469;SAMN01998470;SAMN01998471;SAMN01998472;SAMN01998473;SAMN01998474;SAMN01998475;SAMN01998476;SAMN01998477;SAMN01998478;SAMN01998479;SAMN01998480;SAMN01998481;SAMN01998482;SAMN01998483;SAMN01998485;SAMN01998487;SAMN01998488;SAMN01998489;SAMN01998490;SAMN01998491;SAMN01998492;SAMN01998493;SAMN01998494;SAMN01998495;SAMN01998496;SAMN01998497;SAMN01998498;SAMN01998499;SAMN01998500;SAMN01998501;SAMN01998502;SAMN01998504;SAMN01998505;SAMN01998506;SAMN01998507;SAMN01998508;SAMN01998509;SAMN01998510;SAMN01998513		SRP020503	SRA072519	646099;410661;256318	metagenome;human metagenome;mouse gut metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	160	59394	3766a41b73f2c40a8657199cc59a35e0	22305				UPENNBL		2013-05-05	2017-12-02
SRR857248	SRX282093	SAMN01991264	PRJNA194125	SRP022877	SRA079869	1310192	Yersinia pestis TS (D5)	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	4494040	368511280	40b2af40ac9728dc89efb9f1711c5004	272798564				The George Washington University		2013-05-30	2019-11-22
SRR832678	SRX270396	SAMN02130472	PRJNA46877	SRP002462	SRA073824	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	25410	13023297	289169ad44f0599a768b250f03f4d83f	3558176			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
SRR845887	SRX275189	SAMN01931563	PRJNA75759	SRP010108	SRA075365	9606	Homo sapiens	WXS	GENOMIC	Hybrid Selection	ILLUMINA	Illumina HiSeq 2000	0	0					PROTECTED	BI		2013-05-17	2020-03-02
