run_accession	experiment_accession	sample_accession	study_accession	secondary_study_accession	submission_accession	tax_id	scientific_name	library_strategy	library_source	library_selection	instrument_platform	instrument_model	read_count	base_count	fastq_md5	fastq_bytes	submitted_md5	submitted_bytes	submitted_format	center_name	broker_name	first_public	last_updated
ERR167340	ERX143226	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	10209724	796358472	b953be8da2ddd725d35b139b0baf2832	639858806	d6e3a092fbf75aab056eda571f0a9cbe	657864266	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167342	ERX143228	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11449809	893085102	6230fb9c799aa739614deb50465ec593	757208411	c4d01b9054ccc42c12ed87bac075df8c	776530051	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
SRR829469	SRX267311	SAMN00251029	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	30167	15227677	8cbd2d8bf0d2d1c3caa58953208700cb	4493288			PROTECTED	VCU-CSBC		2013-05-21	2016-10-25
ERR279315	ERX252648	SAMEA1903723	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3263173	652634600	f39217e53e460b657f383fed6b2ef01a;0d67957cf32e01e0cffea3b46bbd5687	305394877;314383294	5351443615597cc513fb3baa7d9cbca1	605323101	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR167349	ERX143235	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11223723	875450394	773edf7056f66a94d5ca0f760e672312	743589906	9afa79c5ba4a0ebf9ac57ba96819312a	762330621	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR279317	ERX252650	SAMEA1903724	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3597603	719520600	89882ef67d912b9a01b1d005df67a99e;32b14ec34716a21782036ab0d067ff04	336367242;345160825	a23890cde0dc8c08a19a75114c8bd084	667008626	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR167354	ERX143240	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	11560880	901748640	ca799663075d75dff3fadc8340f4ea28	729060578	ad1264e65c17322758897f0cedfc79f4	748543537	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167356	ERX143242	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	5282218	412013004	2eb8497b2a2dbfffecab12914543eb7f	300428696	1df1ecf247a5e1aec1fd00356bff3b32	309688538	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
SRR829470	SRX267312	SAMN00252702	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	6	2964	c9c41a9305c213b6744eda898a4d3e26	1447			PROTECTED	VCU-CSBC		2013-05-21	2016-10-25
ERR167360	ERX143246	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	5082442	396430476	69b4abfff5d36a671c4313b34172948e	283732847	d4bb3b86f9d42e336fffe5c22507cb69	293046669	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167361	ERX143247	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	5385238	420048564	af12aca912c3b4910bcd1b2699b22157	296683917	f9a69853b16257cc0f09b0e8a7a57db5	306209033	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR279321	ERX252654	SAMEA1903729	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3271247	654249400	54d86e059a30c18ff8c3197e54a92dc3;6ba7542942f0e0bd53825ba0d55b579e	305757379;314079487	1487fbaab71036da51aa1ef1f51b5911	603928819	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR167368	ERX143254	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	5203450	405869100	905b425dff191fac7d64c3a7f1ccc040	286470507	6f6e1e503a3339646104f7ed10e302c9	295822593	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR279324	ERX252657	SAMEA1903734	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3404160	680832000	aa7e19fb68d29c8486c65aa8524ad5af;eaf09fe3a98020301c72f15317f393fa	318192596;327504368	2f1b591d8d65d77e53beea42e01456a1	628565405	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829479	SRX267321	SAMN02120753	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	25405	13169060	0454fa54f0ba656f9d1eca466a9185c2	3607875			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR167372	ERX143258	SAMEA1905312	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	6316416	492680448	9ec4e50c3619209a48fc8c7ac9271217	364824477	079a8a3efbde26c1257a27ea1511bdbd	376490360	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167379	ERX143265	SAMEA1905308	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	6915881	525606956	f770f1a456f029dd2d96519b457e14c0	475399784	6e07e9803644b70cce70e42aedf6efb3	483615902	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR167381	ERX143267	SAMEA1905308	PRJEB3239	ERP001765	ERA156711	4097	Nicotiana tabacum	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	6464302	491286952	df85ef03f0902dea3263bbda0b55e0c3	450904041	b33d4f3f8d57ddd766ffee397e0ed3d4	458238591	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
ERR279331	ERX252664	SAMEA1903741	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3419401	683880200	9199dad1183eec4c91b705429717c7e1;1bdecf623ed12fa9c2f7936582a10da3	319262087;327710006	ed1ac79b118385af8a0a618055500b2f	634420847	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR167383	ERX143269	SAMEA1905309	PRJEB3239	ERP001765	ERA156711	4098	Nicotiana tomentosiformis	OTHER	GENOMIC	unspecified	ILLUMINA	Illumina Genome Analyzer II	25834779	1963443204	666b738638046f5278e4189ee33d2914	1514352375	b7454a79fc474609ffc0fc351ae1d33a	1566140697	FASTQ	Philip Morris International R&D;Switzerland;PMI		2013-05-21	2018-11-16
SRR829489	SRX267331	SAMN02133061	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	38586	19929985	024767ecec41da5acc8d1a62f52269e6	6232670			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR178872	ERX155018	SAMEA1889054	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	16592380	1227836120	f1859b5261e34c65bba894eddeac2274;d690468ef67047cf59f7da26a3c1e108	529249033;559473446	8a907bb6eecac52dddf0bb1ad9a6e018;c05912d631d74c424b4b756b86c8e9d2	500449280;530623229	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2022-12-05
ERR279332	ERX252665	SAMEA1903739	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3296465	659293000	3631817043475308392046fe4cbe4778;ceeb7b7614873deb8cba54dd02513f92	308254479;316967275	05335f0d556011e65497840e24c1927b	608987463	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR178876	ERX155022	SAMEA1889075	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2738399	405283052	fd610c2464a8e0420c96fdeec4abb19e;f073a148af56a6ca487ae662dd89f1dd	171977281;175699601	5ec3a19189442c8d01f8fcf98fceac5b;16e79500b4dbf414417c0187dcc60198	162215871;165844085	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178882	ERX155028	SAMEA1889055	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	3640649	538816052	6ce08a29010fa1bc64c4807a227f555e;4cff5e8b1aa511068be0aeaa42e3b4b3	223599421;234127820	164095ee6d927bba3eb72489adaf8ed6;ccb96ac7b0570cd6e588a2a72a6b0873	210871947;221228207	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178884	ERX155030	SAMEA1889022	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	8716570	592726760	45d4e8462078899f987be1e31f4493ea;53f5f0db2d3d8bca0243389b48581576	286584459;300283476	4609f6a0abe58eb56f88ab49fa982142;16f213619b0428ef2f434ed2d9d74702	258455562;271696287	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
SRR829499	SRX267341	SAMN02120112	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	17055	8798703	3222cadd0df185edf852a34e928dac67	2389621			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR279334	ERX252667	SAMEA1903745	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3431121	686224200	1e5fa21f2c4a0e98280b6d74305ce487;67fe1602d9ef3a71c664f1b90a43efdb	321046598;329464114	c463abdd256335c7c9084d4eb9678e80	633069651	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR178900	ERX155046	SAMEA1889024	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2167969	320859412	e334ad19725b5b0356864d9bb0397735;f5a7ffc0f1bbd632fd3ec8b224206ee1	138186117;142219393	794d1276587044aea00e893ef69beab3;54b5565126127080241daa7511c701e0	130548973;134483818	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR178901	ERX155047	SAMEA1889046	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	5190991	768266668	ee272c414914e783bf30701bccc56408;7bb841f776b11e2468bb6939982585a5	333413927;352490522	688783a175f2f893c7ac8898244adfd2;fb494b981cb4b683cb06351cf33630c4	315360492;334094897	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR279337	ERX252670	SAMEA1903747	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3127860	625572000	6ab27c73ad790b500faba1d25534f14e;0b52850829e29e1e8f5bb1d818346ecf	293018289;300968773	65bb15357177d22b2443ccc17396a8fe	579804281	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR178918	ERX155064	SAMEA1889092	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	1317119	194933612	76cf8576c63e42b8faf3a5daae0361ec;f208088681cb4d49798ec77e2a4a45a1	84874567;86949123	4828aae86c68ba285def325093f98c38;e212335133391ef3b9e53e127d6569d7	80224063;82250437	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
SRR829501	SRX267343	SAMN02122102	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	16030	8186295	cc6534e8dac2813b48f532ed5f9a69e6	2434065			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR178928	ERX155074	SAMEA1889080	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	2873021	425207108	a3ad0891e6581fd5fdbc12480475960f;35cde814c04723a5e451698f62c9e7c4	187624982;198293812	c4722aaef34154076ecc60e83883b2e3;7109f06a49f11a1dd3cac358f87dd8d1	177587442;188060067	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR279342	ERX252675	SAMEA1903754	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2925958	585191600	3d1974d4be28e4e0e36a65d0d7c58c91;6ce2cc5e4e622ce35aff2339c9c00b46	273821106;283816680	3a469b581cedd0df87e04598005d2224	544297984	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR178930	ERX155076	SAMEA1889089	PRJEB1944	ERP001848	ERA167131	58095	Salmonella enterica subsp. enterica serovar Agona	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina Genome Analyzer IIx	11255469	2273604738	04ba25d125e8aa772258d75d41b30db0;e8d22ba5f3f16eb8cb3180549adde588	1094730422;1108339727	cf6c3e3c8cfa056b28e167b768d413c5;e7f2ee5a4e75d84d9710dc3e73b32381	1124919455;1140082337	FASTQ;FASTQ	University College Cork;Ireland;UCC		2013-05-15	2018-11-16
ERR180985	ERX157095	SAMEA1877314	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2073010	145110700	c445ed7a055288823d670901f075c496	114861871	f910050405dbd880668ec1d042cba078	118854624	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR279347	ERX252680	SAMEA1903755	PRJEB1252	ERP002086	ERA222822	90370	Salmonella enterica subsp. enterica serovar Typhi	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3027549	605509800	acf01b867fa82f1a39035525b11c3fc9;501081a0c8692a52e8588052e14c88bb	285151557;293753464	1e286e8181fc114c0ea657f9bc86f3ff	580074708	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829504	SRX267346	SAMN00250672	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	15219	8119912	d77fa3e14289a42525c13d16773b9371	1963408			PROTECTED	VCU-CSBC		2013-05-21	2016-10-25
ERR279350	ERX252683	SAMEA1903757	PRJEB1252	ERP002086	ERA222822	90370	Salmonella enterica subsp. enterica serovar Typhi	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2954540	590908000	ed4c3fc1d04f56be08d7014d46058828;650ee0b389590f24f08b89100bd4fc64	278102499;286559716	e07cebe60e6482c5b9ff79f0119abf20	566366367	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829506	SRX267348	SAMN00256021	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	34933	18705194	02944b733c756415936ab38c8307101d	6016899			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR279354	ERX252687	SAMEA1903766	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3099953	619990600	9a469ad2e1a349beae6cc75cedc46a54;728c8dea64d22ecd10443d1026debd3c	290549089;298874886	9221e2e508d46cccb4193bec78d26e85	561452409	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR279358	ERX252691	SAMEA1903761	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3380836	676167200	9ae09a7f9b4a2802540a202360817111;d9ea75e512029d0cd1632f05fb929acf	316911116;326131861	74caa4a917e2300d8843f67bc9d336e0	614388055	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829508	SRX267350	SAMN00259200	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	39857	20374133	fdfa1e56d4d6dd5cde1c4dfdf4279dec	7265505			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR279362	ERX252695	SAMEA1903771	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	2788183	557636600	5103a4051ad900e7bfdc8c513d9feb66;383753cc337ff31d6683449d8b651df1	261933714;269608372	0d4d92622069a25bc04fa9dc1501f752	502345901	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829513	SRX267355	SAMN02129778	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	15633	7575188	ecb37c9674cb7046ce20eb02f768373d	2031109			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR279368	ERX252701	SAMEA1903774	PRJEB1252	ERP002086	ERA222822	562	Escherichia coli	WGS	GENOMIC	RANDOM	ILLUMINA	Illumina HiSeq 2000	3028616	605723200	9a75ddae01c9370fc39db16b943d9b26;91e372bae71659337cc59f2204d58ccb	283659420;291352435	9a3d4bc00c3c3588732cffba643355df	566591246	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR279377	ERX252710	SAMEA1903650	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	12985885	1947882750	eaf0da893559c326f70836bc908afbc3;e023137631a7f50d07d571db6b09f52f	912418570;959306903	294f6a563b57a97674af52be8f108f91	1934073763	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
SRR829515	SRX267357	SAMN00258268	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	26297	13045557	d8548c36877aae9f4689ddcc793ac06b	3409666			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR279381	ERX252714	SAMEA1903657	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	14209615	2131442250	7127d04aab1f0d343874e1c0bd7cd881;72265290c8c418463722735697fb3b08	998858296;1050625625	d8a7ca054726c0e26a12dac8bc20b93b	2102614420	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR180988	ERX157098	SAMEA1877307	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2561453	179301710	d9a853c9d01ac52a2c74299574809685	144619558	3f2404b8aafd4893236bd5e51d74af7b	149672975	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
SRR829523	SRX267365	SAMN02135103	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	37152	19314704	f8b04ce37601508085d342aac1f91765	5752723			PROTECTED	VCU-CSBC		2013-05-31	2016-10-25
ERR180990	ERX157100	SAMEA1877303	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2704138	189289660	2f18e0317a6bce857ff00940a6b0d923	152639924	cc8d6f1341fc3c08b527e14f29869454	157917658	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR279383	ERX252716	SAMEA1903659	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	14692827	2203924050	db633c6adc557143a7d0e0ef7c090314;dfe27b43e33e6a1940ac899d00533a65	1036048478;1087052508	85887d4d23558e9bd5287daed39523fa	2170487002	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR180991	ERX157101	SAMEA1877303	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2657830	186048100	4fbd53e07313562677a571183a9be05b	146734429	5b4b8f947e61ea0384dc3fd7d51ad57c	151914089	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR279386	ERX252719	SAMEA1903648	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	13330797	1999619550	30ef54b92e87953744f8acf9eb5de90f;46dc826a5ccae00e26039c4df332e595	946319243;973895737	3fe62c5e7d832b1354310e9a8ab22f0d	1982749251	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR180994	ERX157104	SAMEA1877306	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2249190	157443300	aae27390b64cd60456d4b6d1f6c954ad	127480916	03caaede0f646e73221ca9c285d67a79	131870884	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
SRR829525	SRX267367	SAMN00257296	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	43334	22190445	1824eeb69bb0082dac71a102cb2c4089	6738442			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR180998	ERX157108	SAMEA1877315	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	2458092	172066440	a1cdb5be0133a575e04de7a81db67236	138917375	652a49703222de46f92b85e2bcb45ae6	143770288	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR279389	ERX252722	SAMEA1903650	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	12815240	1922286000	75d118b385953f2ee005a29700f0a56a;6bf497566c613aef85d446205c928482	906842127;935706854	1be27685cfd939230429f82f0a9e65a0	1900694958	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR181003	ERX157113	SAMEA1877304	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5450750	397904750	22b2643e98b836564ce52d7e97b7e957	319783253	7bb6c3348bf322dacd65bc7acf5ed354	330319414	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR181004	ERX157114	SAMEA1877309	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5311265	387722345	62d28422590f277e4882152501d58525	312006040	6c5e847f0f1878bdd93913ad4697bbda	322928970	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
ERR279393	ERX252726	SAMEA1903657	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	14036258	2105438700	612ba6d8001091fedfddc487d48d5870;c258a9b5e2956854e2b4b87262d3ecc1	993741932;1025643725	a727d7cb447992c8f74581c7f0b4f22e	2068068134	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
ERR181008	ERX157118	SAMEA1877308	PRJEB3331	ERP001880	ERA168466	12118	Foot-and-mouth disease virus O	WGS	VIRAL RNA	RT-PCR	ILLUMINA	Illumina Genome Analyzer IIx	5231498	381899354	0cf9741ef6ef82d6929bde4c08bcfb23	306777424	b9de9502e3eb61d7157b76663da3f31f	317727687	FASTQ	University of Glasgow;BAH-GU		2013-05-01	2018-11-16
SRR829534	SRX267376	SAMN00258132	PRJNA46877	SRP002462	SRA073589	646099	human metagenome	AMPLICON	METAGENOMIC	PCR	LS454	454 GS FLX Titanium	33873	17782637	8618b7ab0da9b3899608bbabf454ad26	4802417			PROTECTED	VCU-CSBC		2013-05-29	2016-10-25
ERR205024	ERX179716	SAMEA1886551	PRJEB1163	ERP002021	ERA177040	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	52449758	5223889200	a1e305539b5ce113ac817bdd6f3b8b8b;01ff68e621037356266c6b65d4c099c9;0b2223afba1be0d0e76d6e4746e5aadc	140157015;2421576585;2470298395	975fa542c1932e7150a7cf174e467af3	4635118270	BAM	European Bioinformatics Institute;WTCHG	ArrayExpress	2013-05-05	2018-11-16
ERR205030	ERX179710	SAMEA1886548	PRJEB1163	ERP002021	ERA177040	9606	Homo sapiens	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	46989455	4185737076	6008d01abb5c4ac23911fafb7cebfc45;edd5dbf398e22d4d07ab22c8c27a2581;fdc572f07477ec5eb512d2a09baae0e3	622158284;1612099197;1649879873	b7ea81bf7bf3ab3dede37d244b9d1439	3617771578	BAM	European Bioinformatics Institute;WTCHG	ArrayExpress	2013-05-05	2018-11-16
ERR279396	ERX252729	SAMEA1903660	PRJEB1268	ERP002100	ERA222823	10090	Mus musculus	RNA-Seq	TRANSCRIPTOMIC	cDNA	ILLUMINA	Illumina HiSeq 2000	14243576	2136536400	85862fa7e4e1aa7c3afe50b3de1ffdf5;0633e0b3501f1cffbcc0678e447bb868	1012839146;1044264806	839f0e5cff43cbf1383eae0e16434ecc	2107146003	BAM	Wellcome Sanger Institute;SC		2013-05-28	2018-11-16
