runA	runB	studyA	studyB	nameA	nameB	relation	prior	stat_identical	suppA	suppB	topA	verdict
ERR1199123	ERR1654706	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0363	None	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654706	ERR2707223	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0363	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1654690	ERR2707124	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0383	[('Mycobacterium tuberculosis', 3.8), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR957226	ERR993554	PRJEB9815	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	EXACT_md5	True	0.0	0.0	[('Prevotella copri', 6.5), ('Ligilactobacillus ruminis', 5.4), ('[Eubacterium] rectale', 4.5)]	species-level reads support neither
ERR1465842	ERR551131	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	False	0.0443	None	[('Mycobacterium tuberculosis', 4.4), ('Mycobacterium canettii', 0.0), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654703	ERR2707200	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0355	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium africanum', 0.0)]	species-level reads support B only
ERR990710	ERR993547	PRJEB10578	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	EXACT_md5	True	0.0	0.0	[('Clostridium sp. CL-2', 0.9), ('[Clostridium] spiroforme', 0.4), ('Ruminococcus sp. HUN007', 0.2)]	species-level reads support neither
ERR990671	ERR993529	PRJEB10578	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	EXACT_md5	True	0.0	0.0	[('Clostridium sp. CL-2', 0.6), ('Alistipes putredinis', 0.5), ('Bacteroides caccae', 0.4)]	species-level reads support neither
ERR1465849	ERR553360	PRJEB11460	PRJEB6273	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	False	0.0317	None	[('Mycobacterium tuberculosis', 3.2), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1199122	ERR1654651	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.034	None	[('Mycobacterium tuberculosis', 3.4), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654651	ERR2706926	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.034	[('Mycobacterium tuberculosis', 3.4), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1465866	ERR551229	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0309	None	[('Mycobacterium tuberculosis', 3.1), ('Mycobacterium canettii', 0.0), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR842814	ERR843282	PRJEB9004	PRJEB9031	uncultured archaeon	uncultured bacterium	same_genus	EXACT_md5	True	None	None	[('Desulfovibrio vulgaris', 33.8), ('Pseudomonas stutzeri', 16.9), ('Candidatus Methanoperedens nitroreducens', 0.1)]	untestable (no species-level claim on either side)
ERR1465868	ERR551395	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	False	0.0303	None	[('Mycobacterium tuberculosis', 3.0), ('Mycobacterium canettii', 0.1), ('Clostridioides difficile', 0.0)]	species-level reads support A only
ERR1654658	ERR2706968	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0357	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1637347	ERR2179535	PRJEB15412	PRJEB9777	Medicago prostrata	Medicago radiata	same_genus	EXACT_md5	False	0.0	0.0	[('Medicago truncatula', 78.8), ('Cicer arietinum', 1.0), ('Glycine max', 0.1)]	species-level reads support neither
ERR1465880	ERR552014	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0315	None	[('Mycobacterium tuberculosis', 3.1), ('Mycobacterium canettii', 0.0), ('Homo sapiens', 0.0)]	species-level reads support A only
ERR1199101	ERR1654643	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0351	None	[('Mycobacterium tuberculosis', 3.5), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1465725	ERR551098	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0302	None	[('Mycobacterium tuberculosis', 3.0), ('Mycobacterium canettii', 0.0), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR016531	ERR024102	PRJEB2264	PRJEB2338	Triticum aestivum	Solanum phureja	same_higher_depth7	EXACT_md5	False	0.0	0.0	[('Solanum tuberosum', 45.7), ('Aegilops tauschii', 34.9), ('Klebsiella pneumoniae', 0.0)]	species-level reads support neither
ERR1654681	ERR2707083	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0371	[('Mycobacterium tuberculosis', 3.7), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1654684	ERR2707095	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0347	[('Mycobacterium tuberculosis', 3.5), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR841744	ERR863843	PRJEB9004	PRJEB9160	uncultured archaeon	uncultured fungus	same_genus	EXACT_md5	True	None	None	[('Sarocladium kiliense', 91.3), ('Pleurostoma ochraceum', 0.0), ('Methanogenium cariaci', 0.0)]	untestable (no species-level claim on either side)
ERR1199120	ERR1654688	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0364	None	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654688	ERR2707109	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0364	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1654656	ERR2706960	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.035	[('Mycobacterium tuberculosis', 3.5), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1199113	ERR1654644	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0359	None	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654644	ERR2706919	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0359	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1199106	ERR1654671	PRJEB11460	PRJEB15463	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0381	None	[('Mycobacterium tuberculosis', 3.8), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1654671	ERR2707051	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0381	[('Mycobacterium tuberculosis', 3.8), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1654692	ERR2707129	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0359	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacterium africanum', 0.0)]	species-level reads support B only
ERR1654698	ERR2707174	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0374	[('Mycobacterium tuberculosis', 3.7), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR1465873	ERR551752	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	EXACT_md5	True	0.0294	None	[('Mycobacterium tuberculosis', 2.9), ('Mycobacterium canettii', 0.0), ('Pseudomonas aeruginosa', 0.0)]	species-level reads support A only
ERR842804	ERR843261	PRJEB9004	PRJEB9031	uncultured archaeon	uncultured bacterium	same_genus	EXACT_md5	True	None	None	[('Desulfovibrio vulgaris', 26.0), ('Candidatus Methanoperedens nitroreducens', 6.9)]	untestable (no species-level claim on either side)
ERR842804	ERR863841	PRJEB9004	PRJEB9160	uncultured archaeon	uncultured bacterium	same_genus	EXACT_md5	True	None	None	[('Desulfovibrio vulgaris', 26.0), ('Candidatus Methanoperedens nitroreducens', 6.9)]	untestable (no species-level claim on either side)
ERR1654660	ERR2706990	PRJEB15463	PRJEB27847	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	EXACT_md5	False	None	0.0296	[('Mycobacterium tuberculosis', 3.0), ('Mycobacterium canettii', 0.1), ('Mycobacterium bovis', 0.0)]	species-level reads support B only
ERR990681	ERR993534	PRJEB10578	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	EXACT_md5	True	0.0	0.0	[('Dialister invisus', 0.8), ('Streptococcus thermophilus', 0.2), ('[Clostridium] spiroforme', 0.1)]	species-level reads support neither
ERR1102740	ERR1250299	PRJEB11563	PRJEB12660	Bos indicus	Bos taurus	same_genus	EXACT_md5	True	0.0	0.0	[('Bubalus bubalis', 39.6), ('Fibrobacter sp. UWT2', 0.9), ('Ruminococcus flavefaciens', 0.8)]	species-level reads support neither
ERR1102753	ERR1250299	PRJEB11576	PRJEB12660	Bos indicus gudali	Bos taurus	same_genus	EXACT_md5	True	0.0	0.0	[('Bubalus bubalis', 39.6), ('Fibrobacter sp. UWT2', 0.9), ('Ruminococcus flavefaciens', 0.8)]	species-level reads support neither
ERR1193844	ERR552592	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0688	None	[('Mycobacterium tuberculosis', 6.9), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193845	ERR553229	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0646	None	[('Mycobacterium tuberculosis', 6.5), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193889	ERR2199922	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0695	None	[('Mycobacterium tuberculosis', 6.9), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1745349	ERR2027644	PRJEB18457	PRJEB21687	uncultured bacterium	uncultured archaeon	same_genus	None	False	None	None	[('Methanothrix soehngenii', 0.9), ('Desulfarculus baarsii', 0.2), ('Clostridium butyricum', 0.1)]	untestable (no species-level claim on either side)
ERR1193884	ERR2199931	PRJEB11460	PRJEB9680	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0657	None	[('Mycobacterium tuberculosis', 6.6), ('Mycobacterium canettii', 0.2), ('Mycobacterium africanum', 0.0)]	species-level reads support A only
ERR1512900	SRR3736780	PRJEB14646	PRJNA326914	Chryseobacterium sp. 113(2015)	Chryseobacterium sp. CBo1	same_genus	None	False	0.0	0.0	[('Chryseobacterium formosense', 65.2), ('Chryseobacterium sp. CF356', 3.9), ('Empedobacter falsenii', 2.2)]	species-level reads support neither
SRR6797946	SRR7004093	PRJNA436448	PRJNA436750	Homo sapiens	Mus musculus	same_higher_depth9	None	True	0.0	0.0	[]	species-level reads support neither
SRR5253924	SRR5986487	PRJNA357678	PRJNA399227	Mus musculus	Homo sapiens	same_higher_depth9	None	False	0.0	0.0	[('Esox lucius', 100.0)]	species-level reads support neither
ERR1745347	ERR2027635	PRJEB18457	PRJEB21687	uncultured bacterium	uncultured archaeon	same_genus	None	False	None	None	[('Methanothrix soehngenii', 0.7), ('Sulfuricurvum kujiense', 0.5), ('Clostridium butyricum', 0.2)]	untestable (no species-level claim on either side)
SRR6797947	SRR7004092	PRJNA436448	PRJNA436750	Homo sapiens	Mus musculus	same_higher_depth9	None	False	0.0	0.0	[]	species-level reads support neither
SRR6797945	SRR7004094	PRJNA436448	PRJNA436750	Homo sapiens	Mus musculus	same_higher_depth9	None	False	0.5146	0.0	[('Homo sapiens', 51.5)]	species-level reads support A only
ERR1193835	ERR552230	PRJEB11460	PRJEB6273	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0712	None	[('Mycobacterium tuberculosis', 7.1), ('Mycobacterium canettii', 0.2), ('Mycobacterium africanum', 0.0)]	species-level reads support A only
ERR1193850	ERR551961	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0712	None	[('Mycobacterium tuberculosis', 7.1), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1745350	ERR2027638	PRJEB18457	PRJEB21687	uncultured bacterium	uncultured archaeon	same_genus	None	False	None	None	[('Methanothrix soehngenii', 19.1), ('Sulfuricurvum kujiense', 13.4), ('Clostridium butyricum', 0.0)]	untestable (no species-level claim on either side)
ERR2120301	SRR7069269	PRJEB22358	PRJNA302362	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	None	False	None	0.0333	[('Mycobacterium tuberculosis', 3.3), ('Mycobacterium gordonae', 0.1), ('Mycobacterium canettii', 0.1)]	species-level reads support B only
ERR1193852	ERR553316	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0699	None	[('Mycobacterium tuberculosis', 7.0), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193851	ERR550879	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0716	None	[('Mycobacterium tuberculosis', 7.2), ('Mycobacterium canettii', 0.3), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR6800252	SRR7146021	PRJNA436188	PRJNA470898	Mus musculus	Brassica napus	same_higher_depth1	None	False	0.0	0.0	[]	species-level reads support neither
SRR6800258	SRR7146012	PRJNA436188	PRJNA470898	Mus musculus	Brassica napus	same_higher_depth1	None	False	0.0	0.0	[]	species-level reads support neither
ERR595980	ERR993540	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 1.9), ('Streptococcus thermophilus', 0.2), ('Slackia piriformis', 0.1)]	species-level reads support neither
SRR6800257	SRR7146011	PRJNA436188	PRJNA470898	Mus musculus	Brassica napus	same_higher_depth1	CONFIRMED	False	0.0	0.0	[]	species-level reads support neither
ERR595968	ERR993534	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Dialister invisus', 0.8), ('Streptococcus thermophilus', 0.2), ('[Clostridium] spiroforme', 0.1)]	species-level reads support neither
ERR2120299	SRR7070162	PRJEB22358	PRJNA302362	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	None	False	None	0.0308	[('Mycobacterium tuberculosis', 3.1), ('Mycobacterium gordonae', 0.1), ('Mycobacterium canettii', 0.1)]	species-level reads support B only
SRR340034	SRR346135	PRJNA72625	PRJNA80143	Gossypium barbadense	Gossypium arboreum	same_genus	CONFIRMED	True	0.0	0.0	[]	species-level reads support neither
ERR1193848	ERR551404	PRJEB11460	PRJEB9545	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0681	None	[('Mycobacterium tuberculosis', 6.8), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
ERR1193831	ERR552386	PRJEB11460	PRJEB6273	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	False	0.0671	None	[('Mycobacterium tuberculosis', 6.7), ('Mycobacterium canettii', 0.2), ('Mycobacterium abscessus', 0.0)]	species-level reads support A only
SRR340033	SRR346324	PRJNA72625	PRJNA80145	Gossypium arboreum	Gossypium barbadense	same_genus	CONFIRMED	True	0.0	0.0	[('Isoetes flaccida', 0.1)]	species-level reads support neither
ERR1893484	ERR842978	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Streptococcus pneumoniae', 0.3), ('Massilioclostridium coli', 0.0), ('Adlercreutzia equolifaciens', 0.0)]	species-level reads support neither
ERR595972	ERR993543	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Streptococcus thermophilus', 0.8), ('Adlercreutzia equolifaciens', 0.2), ('Ruminococcus sp. HUN007', 0.0)]	species-level reads support neither
ERR595966	ERR993547	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 0.9), ('[Clostridium] spiroforme', 0.4), ('Ruminococcus sp. HUN007', 0.2)]	species-level reads support neither
ERR1193872	ERR551924	PRJEB11460	PRJEB7727	Mycobacterium tuberculosis	Mycobacterium tuberculosis complex sp.	same_genus	None	True	0.0718	None	[('Mycobacterium tuberculosis', 7.2), ('Mycobacterium canettii', 0.2), ('Mycobacterium bovis', 0.0)]	species-level reads support A only
SRR090139	SRR090222	PRJNA53813	PRJNA53793	Staphylococcus epidermidis IS-250	Staphylococcus aureus subsp. aureus IS-91	same_genus	CONFIRMED	True	0.0236	0.7696	[('Staphylococcus aureus', 77.0), ('Staphylococcus epidermidis', 2.4), ('Escherichia coli', 0.1)]	species-level reads support B only
SRR090139	SRR090228	PRJNA53813	PRJNA53795	Staphylococcus epidermidis IS-250	Staphylococcus aureus subsp. aureus IS-99	same_genus	CONFIRMED	True	0.0236	0.7696	[('Staphylococcus aureus', 77.0), ('Staphylococcus epidermidis', 2.4), ('Escherichia coli', 0.1)]	species-level reads support B only
ERR595960	ERR993541	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	CONFIRMED	True	0.0	0.0	[('Clostridium sp. CL-2', 1.8), ('Streptococcus thermophilus', 1.4), ('[Clostridium] spiroforme', 0.4)]	species-level reads support neither
ERR1893481	ERR842973	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.1), ('Streptococcus pneumoniae', 0.1), ('Acanthamoeba polyphaga mimivirus', 0.0)]	species-level reads support neither
ERR2120302	SRR7069848	PRJEB22358	PRJNA302362	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	None	False	None	0.0281	[('Mycobacterium tuberculosis', 2.8), ('Mycobacteroides abscessus', 0.1), ('Mycobacterium canettii', 0.1)]	species-level reads support B only
SRR3440951	SRR3734707	PRJNA84221	PRJNA324615	Pelosinus fermentans DSM 17108	Acetivibrio thermocellus DSM 2360	same_higher_depth3	None	False	0.0	0.0	[('Ruminiclostridium thermocellum', 97.6), ('Aptenodytes forsteri', 0.0)]	species-level reads support neither
SRR3440954	SRR3734708	PRJNA84221	PRJNA324615	Pelosinus fermentans DSM 17108	Acetivibrio thermocellus DSM 2360	same_higher_depth3	None	False	0.0	0.0	[('Ruminiclostridium thermocellum', 94.8), ('[Clostridium] straminisolvens', 0.0), ('Geomicrobium sp. JCM 19039', 0.0)]	species-level reads support neither
SRR2133631	SRR2983847	PRJNA12555	PRJNA10769	Bos taurus	Zea mays	same_higher_depth1	None	False	0.1479	0.0	[('Bos taurus', 14.8), ('Bison bison', 2.5), ('Ovis aries', 2.4)]	species-level reads support A only
SRR3123448	SRR4051820	PRJNA308790	PRJNA339509	Apis mellifera	Apis cerana	same_genus	None	False	0.6548	0.0	[('Apis mellifera', 65.5), ('Gossypium hirsutum', 0.4), ('Apis dorsata', 0.3)]	species-level reads support A only
ERR595977	ERR993533	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 12.9), ('Streptococcus thermophilus', 0.2), ('Eubacterium limosum', 0.1)]	species-level reads support neither
SRR2011289	SRR2012595	PRJNA282184	PRJNA282185	Solanum lycopersicum	Solanum habrochaites	same_genus	None	True	0.0887	0.0	[('Solanum pennellii', 11.0), ('Solanum lycopersicum', 8.9), ('Solanum tuberosum', 1.0)]	species-level reads support A only
ERR595969	ERR993532	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Succinivibrio dextrinosolvens', 10.8), ('Elusimicrobium minutum', 1.1), ('Allofustis seminis', 0.2)]	species-level reads support neither
SRR2011474	SRR3420507	PRJNA282814	PRJNA319039	Microplitis demolitor	Bracoviriform demolitoris	disjoint	None	False	0.9234	0.0	[('Microplitis demolitor', 92.3), ('Microplitis demolitor bracovirus', 6.8), ('Cotesia vestalis', 0.0)]	species-level reads support A only
ERR595964	ERR993538	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 0.8), ('Streptococcus thermophilus', 0.1), ('Coxiella burnetii', 0.1)]	species-level reads support neither
ERR595970	ERR993530	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Streptococcus thermophilus', 7.5), ('Streptococcus pneumoniae', 0.2), ('Abiotrophia defectiva', 0.1)]	species-level reads support neither
ERR595963	ERR993549	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Streptococcus thermophilus', 6.2), ('Enterococcus faecium', 0.2), ('Streptococcus pneumoniae', 0.1)]	species-level reads support neither
ERR595973	ERR993535	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('[Clostridium] spiroforme', 1.0), ('Clostridium sp. CL-2', 0.6), ('Streptococcus thermophilus', 0.3)]	species-level reads support neither
ERR1893480	ERR842994	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.6), ('Streptococcus pneumoniae', 0.1), ('Methanosphaera stadtmanae', 0.1)]	species-level reads support neither
ERR2120296	SRR7069382	PRJEB22358	PRJNA302362	Mycobacterium tuberculosis complex sp.	Mycobacterium tuberculosis	same_genus	None	False	None	0.036	[('Mycobacterium tuberculosis', 3.6), ('Mycobacterium canettii', 0.1), ('Mycobacteroides abscessus', 0.0)]	species-level reads support B only
ERR595959	ERR993536	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 0.6), ('Adlercreutzia equolifaciens', 0.1), ('Streptococcus thermophilus', 0.1)]	species-level reads support neither
ERR1893495	ERR842985	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Streptococcus pneumoniae', 0.7), ('Clostridioides difficile', 0.6), ('Adlercreutzia equolifaciens', 0.0)]	species-level reads support neither
SRR2891248	SRR6680929	PRJNA300644	PRJNA433223	Tripidium procerum	Saccharum hybrid cultivar	same_higher_depth14	None	False	0.0	0.0	[('Sorghum bicolor', 52.0), ('Zea mays', 13.7), ('Setaria italica', 2.0)]	species-level reads support neither
ERR1893483	ERR842986	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.4), ('Mitsuokella multacida', 0.4), ('Methanosphaera stadtmanae', 0.2)]	species-level reads support neither
ERR1893493	ERR842970	PRJEB20096	PRJEB7053	Bacteria aetolus	Bacteria aborigena	same_genus	None	False	0.0	0.0	[('Clostridioides difficile', 1.9), ('Streptococcus pneumoniae', 0.3), ('Enterococcus faecium', 0.1)]	species-level reads support neither
SRR2891271	SRR6680785	PRJNA300644	PRJNA433223	Tripidium rufipilum	Saccharum hybrid cultivar	same_higher_depth14	CONFIRMED	False	0.0	0.0	[('Sorghum bicolor', 52.2), ('Zea mays', 13.7), ('Setaria italica', 2.0)]	species-level reads support neither
ERR595976	ERR993546	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Succinivibrio dextrinosolvens', 17.9), ('Elusimicrobium minutum', 1.2), ('Allofustis seminis', 0.1)]	species-level reads support neither
SRR7734243	SRR7734425	PRJNA487114	PRJNA487138	Abies homolepis	Gallus gallus	same_higher_depth1	None	True	0.0	0.4534	[('Gallus gallus', 45.3), ('Chlamydia abortus', 0.1), ('Numida meleagris', 0.1)]	species-level reads support B only
ERR595979	ERR993542	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 1.0), ('Streptococcus thermophilus', 0.6), ('Ruminococcus sp. HUN007', 0.4)]	species-level reads support neither
ERR595975	ERR993550	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Bacteroides stercoris', 2.5), ('Dialister invisus', 1.0), ('Streptococcus thermophilus', 0.3)]	species-level reads support neither
ERR595971	ERR993529	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Clostridium sp. CL-2', 0.6), ('Alistipes putredinis', 0.5), ('Bacteroides caccae', 0.4)]	species-level reads support neither
ERR595961	ERR993551	PRJEB7053	PRJEB10590	Bacteria aborigena	Bacteria ambigua	same_genus	None	True	0.0	0.0	[('Collinsella sp. MS5', 1.3), ('Methanosphaera stadtmanae', 0.2), ('Streptococcus thermophilus', 0.1)]	species-level reads support neither
